City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
89,Osypenko,UA,2022-05-12 04:54:40,46.9136,36.8253,56.37,50,68,10.04
90,Parana,AR,2022-05-12 04:54:41,-31.732,-60.5238,54.57,79,56,6.13
91,Palenque,MX,2022-05-12 04:55:41,17.5167,-91.9667,73.08,95,44,5.28
92,Georgetown,MY,2022-05-12 04:55:18,5.4112,100.3354,89.55,70,20,5.99
93,Arman,RU,2022-05-12 04:55:42,59.7,150.1667,50.02,76,97,3.94
94,Sistranda,NO,2022-05-12 04:55:43,63.7256,8.834,46.36,89,100,27.58
95,Dunnville,CA,2022-05-12 04:55:43,42.9001,-79.6163,56.48,87,2,6.87
96,Panama City,PA,2022-05-12 04:52:11,8.9936,-79.5197,77.16,92,100,5.75
97,Port Elizabeth,ZA,2022-05-12 04:52:28,-33.918,25.5701,53.31,90,0,5.75
98,Hearst,CA,2022-05-12 04:55:44,49.6835,-83.6665,53.85,41,99,5.75
99,Puerto Quijarro,BO,2022-05-12 04:55:45,-17.7833,-57.7667,70.38,76,100,3.44
100,Carauari,BR,2022-05-12 04:55:45,-4.8828,-66.8958,73.2,98,99,1.1
101,Padilla,CO,2022-05-12 04:55:46,3.2204,-76.3139,69.37,92,94,3.74
102,Khasan,RU,2022-05-12 04:55:47,42.4308,130.6434,54.77,60,94,11.03
103,Hailar,CN,2022-05-12 04:55:47,49.2,119.7,43.39,31,100,10.71
104,Esso,RU,2022-05-12 04:55:48,55.9333,158.7,40.23,97,100,0.4
105,Ribeira Grande,PT,2022-05-12 04:55:48,38.5167,-28.7,59.13,72,91,10.29
106,Jalu,LY,2022-05-12 04:55:49,29.0331,21.5482,65.82,70,97,15.05
107,Camacha,PT,2022-05-12 04:55:49,33.0833,-16.3333,62.02,88,40,12.66
108,Nongan,CN,2022-05-12 04:55:50,44.382,125.1685,58.15,16,2,18.43
109,Puerto Maldonado,PE,2022-05-12 04:55:50,-12.6,-69.1833,70.56,100,48,3.89
110,Kayiry,UA,2022-05-12 04:55:51,46.9454,33.7059,57.06,51,34,9.01
111,Sitka,US,2022-05-12 04:55:48,57.0531,-135.33,45.64,75,91,2.08
112,Hasaki,JP,2022-05-12 04:55:52,35.7333,140.8333,73.29,77,100,13.0
113,Totness,SR,2022-05-12 04:55:52,5.8833,-56.3167,76.6,90,23,11.05
114,Monrovia,LR,2022-05-12 04:55:53,6.3005,-10.7969,79.97,84,57,5.64
115,Valmiera,LV,2022-05-12 04:55:53,57.5411,25.4275,52.16,91,100,7.92
116,Lufilufi,WS,2022-05-12 04:55:54,-13.8745,-171.5986,80.38,77,13,8.28
117,Altay,CN,2022-05-12 04:55:54,47.8667,88.1167,61.68,25,100,9.98
118,Lebu,CL,2022-05-12 04:55:55,-37.6167,-73.65,51.78,89,100,9.35
119,Beroroha,MG,2022-05-12 04:55:55,-21.6667,45.1667,70.43,68,0,4.68
120,Pinega,RU,2022-05-12 04:55:56,64.7001,43.3936,51.64,58,100,7.02
121,Lenine,UA,2022-05-12 04:55:56,45.2986,35.7771,56.77,67,66,8.12
122,Tuktoyaktuk,CA,2022-05-12 04:55:57,69.4541,-133.0374,39.2,70,75,10.36
123,Kruisfontein,ZA,2022-05-12 04:55:57,-34.0033,24.7314,49.78,89,0,3.65
124,San Quintin,MX,2022-05-12 04:55:58,30.4833,-115.95,56.46,74,48,16.24
125,Clinton,US,2022-05-12 04:51:07,42.587,-82.9199,67.28,63,0,1.01
126,Bubaque,GW,2022-05-12 04:55:58,11.2833,-15.8333,76.59,81,7,14.88
127,Klaksvik,FO,2022-05-12 04:55:59,62.2266,-6.589,41.92,73,100,9.13
128,Tiksi,RU,2022-05-12 04:55:59,71.6872,128.8694,30.07,79,81,17.85
129,Barrow,US,2022-05-12 04:55:02,71.2906,-156.7887,31.21,88,100,17.27
130,Uaua,BR,2022-05-12 04:56:00,-9.8414,-39.4817,67.46,93,4,6.73
131,Atkinson,US,2022-05-12 04:56:01,42.8384,-71.147,53.91,93,100,4.61
132,Churapcha,RU,2022-05-12 04:56:02,62.0025,132.4325,46.63,55,29,4.79
133,Bredasdorp,ZA,2022-05-12 04:56:02,-34.5322,20.0403,50.85,87,0,5.1
134,Laela,TZ,2022-05-12 04:56:03,-8.5667,32.05,57.92,82,39,3.15
135,Mar Del Plata,AR,2022-05-12 04:56:03,-38.0023,-57.5575,53.87,73,40,8.01
136,Kyaikkami,MM,2022-05-12 04:56:04,16.08,97.5675,79.29,89,100,10.47
137,Atuona,PF,2022-05-12 04:57:04,-9.8,-139.0333,79.07,76,32,19.69
138,Port Keats,AU,2022-05-12 04:57:05,-14.25,129.55,90.36,46,97,11.52
139,Faanui,PF,2022-05-12 04:57:05,-16.4833,-151.75,81.88,76,65,15.57
140,Ilulissat,GL,2022-05-12 04:57:06,69.2167,-51.1,9.82,66,6,9.53
141,Norman Wells,CA,2022-05-12 04:53:17,65.282,-126.8329,50.04,40,75,4.61
142,Naze,JP,2022-05-12 04:57:06,28.3667,129.4833,72.52,82,100,12.75
143,Muros,ES,2022-05-12 04:57:07,42.7762,-9.0603,60.1,79,100,8.59
144,Qobustan,AZ,2022-05-12 04:57:07,40.0824,49.412,58.44,65,92,16.78
145,Kirakira,SB,2022-05-12 04:57:08,-10.4544,161.9205,83.5,74,97,2.89
146,Bolivar,US,2022-05-12 04:57:08,37.6145,-93.4105,75.13,83,17,8.05
147,Xiamen,CN,2022-05-12 04:53:26,24.4798,118.0819,72.25,100,75,8.95
148,Chuy,UY,2022-05-12 04:57:09,-33.6971,-53.4616,53.13,80,65,7.94
149,Bandar-E Lengeh,IR,2022-05-12 04:57:10,26.5579,54.8807,84.31,74,0,6.91
150,Fairbanks,US,2022-05-12 04:57:10,64.8378,-147.7164,46.31,47,100,3.87
151,Shitanjing,CN,2022-05-12 04:57:11,39.2342,106.3439,46.27,68,100,3.42
152,Babu,CN,2022-05-12 04:57:11,24.4167,111.5167,67.89,98,100,3.56
153,Wanning,CN,2022-05-12 04:57:12,18.8003,110.3967,86.29,73,35,15.73
154,Bobo Dioulasso,BF,2022-05-12 04:55:10,11.1771,-4.2979,84.65,65,0,6.91
155,Alofi,NU,2022-05-12 04:53:00,-19.0595,-169.9187,80.49,83,49,6.91
156,North Platte,US,2022-05-12 04:57:13,41.1239,-100.7654,68.7,55,60,15.35
157,Te Anau,NZ,2022-05-12 04:57:13,-45.4167,167.7167,50.83,79,99,0.22
158,Safranbolu,TR,2022-05-12 04:57:14,41.2508,32.6942,52.43,53,28,1.81
159,Vardo,NO,2022-05-12 04:57:14,70.3705,31.1107,37.38,100,100,8.05
160,Ponta Delgada,PT,2022-05-12 04:57:15,37.7333,-25.6667,59.72,67,20,11.5
161,Dikson,RU,2022-05-12 04:57:15,73.5069,80.5464,24.21,76,4,10.89
162,Zhigansk,RU,2022-05-12 04:57:16,66.7697,123.3711,35.58,100,100,10.36
163,Antalaha,MG,2022-05-12 04:57:17,-14.9003,50.2788,76.73,80,10,6.4
164,Praia Da Vitoria,PT,2022-05-12 04:57:17,38.7333,-27.0667,59.25,77,75,7.25
165,Kamaishi,JP,2022-05-12 04:57:18,39.2667,141.8833,63.86,77,100,13.35
166,Nyurba,RU,2022-05-12 04:57:18,63.2842,118.3319,49.6,65,93,8.61
167,Tuatapere,NZ,2022-05-12 04:57:19,-46.1333,167.6833,54.77,76,100,4.34
168,Alice Springs,AU,2022-05-12 04:57:20,-23.7,133.8833,72.95,32,94,4.61
169,Constitucion,CL,2022-05-12 04:57:20,-35.3333,-72.4167,56.43,58,100,3.87
170,Saint-Augustin,CA,2022-05-12 04:57:21,51.226,-58.6502,45.12,71,100,13.78
171,Khatanga,RU,2022-05-12 04:57:21,71.9667,102.5,26.91,85,82,17.9
172,Roma,US,2022-05-12 04:57:22,43.2128,-75.4557,59.86,74,3,1.01
173,Tanete,ID,2022-05-12 04:57:22,-3.9443,119.7848,92.08,56,48,3.6
174,Jibuti,DJ,2022-05-12 04:57:23,11.5,42.5,84.45,31,0,5.97
175,San Jose,US,2022-05-12 04:55:05,37.3394,-121.895,53.35,64,0,4.61
176,Fortuna,US,2022-05-12 04:57:24,40.5982,-124.1573,47.32,85,100,0.0
177,Faya,SA,2022-05-12 04:57:24,18.3851,42.4509,68.11,40,1,3.0
178,Cockburn Town,TC,2022-05-12 04:52:56,21.4612,-71.1419,79.92,74,100,3.6
179,Luderitz,NA,2022-05-12 04:57:25,-26.6481,15.1594,55.33,73,0,10.87
180,Moose Factory,CA,2022-05-12 04:57:26,51.2585,-80.6094,55.4,47,0,12.66
181,Mogadishu,SO,2022-05-12 04:57:26,2.0371,45.3438,82.27,78,20,17.27
182,Dunmore Town,BS,2022-05-12 04:58:27,25.5,-76.65,74.28,71,5,8.16
183,Hovd,MN,2022-05-12 04:58:27,48.0056,91.6419,47.21,18,44,9.57
184,Maumere,ID,2022-05-12 04:58:28,-8.6199,122.2111,84.81,66,74,2.13
185,Makakilo City,US,2022-05-12 04:58:28,21.3469,-158.0858,74.19,84,73,19.26
186,Hawalli,KW,2022-05-12 04:58:29,29.2833,47.9972,83.64,34,0,4.0
187,Beringovskiy,RU,2022-05-12 04:58:29,63.05,179.3167,38.53,84,50,6.44
188,Ust-Nera,RU,2022-05-12 04:58:30,64.5667,143.2,34.39,71,11,7.27
189,Betanzos,ES,2022-05-12 04:56:20,43.2804,-8.2147,59.92,80,75,5.75
190,Palana,RU,2022-05-12 04:58:31,59.1167,159.9667,36.81,71,70,3.67
191,Brumadinho,BR,2022-05-12 04:58:31,-20.1433,-44.1997,64.92,76,98,0.38
192,Hay River,CA,2022-05-12 04:58:32,60.8156,-115.7999,35.58,69,20,5.75
193,Kuusamo,FI,2022-05-12 04:58:32,65.9667,29.1833,37.44,100,100,6.91
194,Butaritari,KI,2022-05-12 04:58:33,3.0707,172.7902,81.07,79,63,9.31
195,Rio Gallegos,AR,2022-05-12 04:58:33,-51.6226,-69.2181,33.85,100,0,2.3
196,Saint-Francois,FR,2022-05-12 04:58:34,46.4154,3.9054,57.67,82,0,3.44
197,Huarmey,PE,2022-05-12 04:58:34,-10.0681,-78.1522,64.18,89,27,6.42
198,Kiama,AU,2022-05-12 04:58:35,-34.6833,150.8667,67.37,93,100,8.99
199,Longyearbyen,SJ,2022-05-12 04:58:35,78.2186,15.6401,21.04,63,0,13.8
200,Kushima,JP,2022-05-12 04:58:36,31.4583,131.2333,72.23,95,100,7.94
201,Auki,SB,2022-05-12 04:58:36,-8.7676,160.7034,82.85,75,97,2.86
202,Mamlyutka,KZ,2022-05-12 04:58:37,54.9375,68.5394,60.82,45,99,10.16
203,Dauphin,CA,2022-05-12 04:58:37,51.1494,-100.0502,55.54,54,100,3.44
204,Juodupe,LT,2022-05-12 04:58:38,56.0833,25.6167,55.49,91,100,6.69
205,Nicoya,CR,2022-05-12 04:58:38,10.1483,-85.452,79.45,78,45,4.05
206,Havelock,US,2022-05-12 04:58:39,34.8791,-76.9013,60.78,93,100,3.0
207,Santa Isabel Do Rio Negro,BR,2022-05-12 04:58:39,-0.4139,-65.0192,72.57,99,89,2.37
208,Sinnamary,GF,2022-05-12 04:58:40,5.3833,-52.95,76.78,89,25,11.12
209,Castro,BR,2022-05-12 04:58:41,-24.7911,-50.0119,49.21,96,0,3.0
210,Son La,VN,2022-05-12 04:58:41,21.3167,103.9,83.66,65,81,2.95
211,Anadyr,RU,2022-05-12 04:55:43,64.75,177.4833,45.1,61,40,15.66
212,Aberdeen,GB,2022-05-12 04:58:42,57.1437,-2.0981,46.54,85,67,5.75
213,Bathsheba,BB,2022-05-12 04:58:42,13.2167,-59.5167,81.21,78,40,17.27
214,Bambous Virieux,MU,2022-05-12 04:58:43,-20.3428,57.7575,76.21,88,40,2.3
215,Avarua,CK,2022-05-12 04:58:43,-21.2078,-159.775,75.25,94,75,10.36
216,Verkhnevilyuysk,RU,2022-05-12 04:58:44,63.4453,120.3167,47.93,75,98,8.37
217,Asyut,EG,2022-05-12 04:58:44,27.181,31.1837,78.48,24,4,10.51
218,Half Moon Bay,US,2022-05-12 04:58:45,37.4636,-122.4286,53.4,74,0,16.11
219,Rapar,IN,2022-05-12 04:58:46,23.5667,70.6333,96.42,27,2,14.74
220,Narsaq,GL,2022-05-12 04:58:46,60.9167,-46.05,31.1,89,100,14.0
221,Baghdad,IQ,2022-05-12 04:54:54,33.3406,44.4009,73.31,27,0,2.3
222,Miri,MY,2022-05-12 04:58:47,4.4148,114.0089,78.94,100,40,4.61
223,Ostrovnoy,RU,2022-05-12 04:58:47,68.0531,39.5131,44.74,79,89,17.02
224,Banda Aceh,ID,2022-05-12 04:58:48,5.5577,95.3222,87.33,62,92,12.82
225,Uyovu,TZ,2022-05-12 04:58:49,-3.2833,31.5258,64.44,95,100,0.85
226,Oksfjord,NO,2022-05-12 04:58:49,70.2396,22.3479,36.0,99,100,5.08
227,Namwala,ZM,2022-05-12 04:58:50,-15.7504,26.4384,59.85,74,0,2.59
228,Lavrentiya,RU,2022-05-12 04:58:50,65.5833,-171.0,34.14,96,98,6.26
229,Port Shepstone,ZA,2022-05-12 04:58:51,-30.7414,30.455,63.81,81,24,4.7
230,Oussouye,SN,2022-05-12 04:59:51,12.485,-16.5469,70.9,87,15,7.47
231,Gat,IL,2022-05-12 04:59:52,31.61,34.7642,68.4,100,0,1.19
232,Jiangyou,CN,2022-05-12 04:59:52,31.7667,104.7167,74.62,62,94,3.62
233,Pale,BA,2022-05-12 04:59:53,43.8161,18.5694,42.55,93,0,1.14
234,Nago,JP,2022-05-12 04:59:53,26.5881,127.9761,78.98,79,67,10.04
235,Westport,US,2022-05-12 04:57:30,41.1415,-73.3579,60.91,85,1,7.83
236,Point Pedro,LK,2022-05-12 04:59:54,9.8167,80.2333,87.55,65,46,20.47
237,Iwaki,JP,2022-05-12 04:59:55,37.05,140.8833,77.61,74,100,7.0
238,Roald,NO,2022-05-12 04:59:56,62.5833,6.1333,48.76,87,75,12.66
239,Ubauro,PK,2022-05-12 04:59:57,28.1652,69.7289,108.3,11,2,5.79
240,Sola,VU,2022-05-12 04:59:57,-13.8833,167.55,76.05,94,100,14.63
241,Muhos,FI,2022-05-12 04:59:58,64.808,25.9931,46.18,81,91,5.93
242,Cururupu,BR,2022-05-12 04:59:58,-1.8283,-44.8683,73.0,98,90,1.39
243,Avera,US,2022-05-12 04:59:59,33.194,-82.5271,63.91,57,0,7.0
244,San Cristobal,VE,2022-05-12 04:59:59,7.7669,-72.225,68.18,97,96,2.3
245,Iqaluit,CA,2022-05-12 05:00:00,63.7506,-68.5145,19.13,86,75,26.46
246,Anloga,GH,2022-05-12 05:00:01,5.7947,0.8973,82.2,81,70,9.51
247,Almaznyy,RU,2022-05-12 05:00:01,48.0448,40.045,55.27,58,69,12.75
248,Fare,PF,2022-05-12 05:00:02,-16.7,-151.0167,81.97,76,41,15.73
249,Pinotepa Nacional,MX,2022-05-12 05:00:03,16.3167,-98.0167,80.11,77,42,3.0
250,Kodiak,US,2022-05-12 05:00:04,57.79,-152.4072,45.03,61,97,3.11
251,La Rioja,ES,2022-05-12 05:00:04,42.25,-2.5,49.78,95,100,1.66
252,Yumen,CN,2022-05-12 05:00:12,40.2833,97.2,65.44,19,99,18.81
253,Uruzgan,AF,2022-05-12 05:00:24,32.8333,66.0,77.58,8,0,1.83
254,Sungaipenuh,ID,2022-05-12 05:00:30,-2.0833,101.3833,74.86,69,99,4.65
255,Litovko,RU,2022-05-12 05:00:37,49.2361,135.1742,60.53,25,45,16.11
256,Severodvinsk,RU,2022-05-12 05:00:44,64.5635,39.8302,55.51,59,73,8.99
257,Jijiga,ET,2022-05-12 05:00:45,9.35,42.8,71.44,26,2,2.37
258,Aklavik,CA,2022-05-12 05:00:46,68.2191,-135.0107,38.46,79,45,6.62
259,Petropavlovsk-Kamchatskiy,RU,2022-05-12 05:00:47,53.0452,158.6483,45.19,71,75,15.66
260,Zhangye,CN,2022-05-12 05:00:48,38.9342,100.4517,60.94,32,100,10.54
261,Svetlaya,RU,2022-05-12 05:00:48,46.5389,138.3297,59.25,45,74,12.21
262,Nuuk,GL,2022-05-12 04:58:37,64.1835,-51.7216,32.29,94,100,10.29
263,Olinda,BR,2022-05-12 05:00:49,-8.0089,-34.8553,74.93,94,20,2.3
264,Barcelos,PT,2022-05-12 05:00:49,41.5388,-8.6151,60.91,82,100,2.73
265,Lompoc,US,2022-05-12 05:00:50,34.6391,-120.4579,51.6,83,7,1.99
266,Hilo,US,2022-05-12 04:56:01,19.7297,-155.09,72.28,95,57,7.0
267,Lasa,IT,2022-05-12 05:00:51,46.6166,10.7002,53.37,85,63,2.57
268,Angoram,PG,2022-05-12 05:00:51,-4.0625,144.0661,87.94,61,90,5.3
269,Toora-Khem,RU,2022-05-12 05:00:52,52.4675,96.11,53.37,19,0,5.64
270,Fernley,US,2022-05-12 05:00:52,39.608,-119.2518,47.68,32,39,1.99
271,Mahibadhoo,MV,2022-05-12 05:00:53,3.7833,72.9667,83.14,79,98,18.77
