City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,94,100,24.9,moderate rain
348,Muros,ES,42.7762,-9.0603,65.3,75,68,4.99,broken clouds
349,Rajauri,IN,33.3833,74.3,80.17,9,35,8.28,scattered clouds
350,Wanning,CN,18.8003,110.3967,78.75,91,17,5.55,few clouds
351,Price,US,39.5994,-110.8107,74.12,12,0,8.05,clear sky
352,Port Macquarie,AU,-31.4333,152.9167,64.89,93,80,6.96,broken clouds
353,Arauco,CL,-37.2463,-73.3175,60.51,47,100,3.13,overcast clouds
354,Kuala Terengganu,MY,5.3302,103.1408,78.75,94,20,2.3,few clouds
355,Roncesvalles,CO,4.0108,-75.6049,63.0,77,82,4.68,broken clouds
356,Greenock,GB,55.9484,-4.7612,59.56,80,100,2.19,overcast clouds
357,Richards Bay,ZA,-28.783,32.0377,67.75,91,94,5.91,moderate rain
358,Nioki,CD,-2.7167,17.6833,72.36,95,99,4.25,moderate rain
359,Yilan,TW,24.757,121.753,75.36,99,100,4.85,overcast clouds
360,Oga,IT,46.4631,10.347,56.08,95,38,3.74,scattered clouds
361,Caravelas,BR,-17.7125,-39.2481,77.05,71,100,8.63,overcast clouds
362,Waipawa,NZ,-41.4122,175.5153,54.05,94,100,4.92,overcast clouds
363,Ilulissat,GL,69.2167,-51.1,28.42,46,20,8.05,few clouds
364,Teya,RU,60.3778,92.6267,48.38,92,100,3.36,overcast clouds
365,Constitucion,CL,-35.3333,-72.4167,60.96,47,95,8.46,overcast clouds
366,Boyolangu,ID,-8.1181,111.8935,76.41,91,100,0.56,overcast clouds
367,Labuhan,ID,-6.8844,112.2051,80.37,82,66,4.94,broken clouds
368,Santo Tomas,PH,14.1079,121.1414,82.65,86,88,2.08,overcast clouds
369,Bathsheba,BB,13.2167,-59.5167,84.81,65,20,19.57,few clouds
370,Sergeyevka,KZ,53.88,67.4158,52.43,83,23,7.56,few clouds
371,Vangaindrano,MG,-23.35,47.6,68.97,80,56,3.04,broken clouds
372,Machiques,VE,10.0644,-72.545,90.46,59,54,2.8,broken clouds
373,Lata,PT,40.1629,-8.3327,69.8,62,5,5.61,clear sky
374,Nisia Floresta,BR,-6.0911,-35.2086,84.58,83,37,9.89,scattered clouds
375,Neuquen,AR,-38.9516,-68.0591,60.69,33,0,8.05,clear sky
376,Asau,RO,46.4333,26.4,60.28,82,78,3.85,broken clouds
377,Kattivakkam,IN,13.2167,80.3167,85.06,87,100,15.66,overcast clouds
378,Chapais,CA,49.7834,-74.8492,74.98,46,100,4.47,overcast clouds
379,San Fernando,PH,15.0286,120.6898,85.73,80,88,1.81,overcast clouds
380,Partenit,UA,44.578,34.3446,59.61,58,10,4.03,clear sky
381,Peace River,CA,56.2501,-117.286,57.51,30,20,17.27,few clouds
382,Guayaramerin,BO,-10.8368,-65.3614,91.45,55,75,5.75,broken clouds
383,Brokopondo,SR,4.75,-55.1667,82.58,79,100,4.43,light rain
384,Egvekinot,RU,66.3167,-179.1667,26.69,99,100,7.9,light snow
385,Torrington,US,41.8007,-73.1212,82.85,65,68,3.0,broken clouds
386,Henties Bay,NA,-22.116,14.2845,58.32,79,0,7.18,clear sky
387,Marsh Harbour,BS,26.5412,-77.0636,79.48,74,80,8.03,broken clouds
388,Khor,RU,47.8861,134.9464,43.18,65,30,10.69,scattered clouds
389,Talara,PE,-4.5772,-81.2719,79.56,61,0,13.8,clear sky
390,Kjollefjord,NO,70.9457,27.3465,39.25,85,47,7.29,scattered clouds
391,Ayorou,NE,14.7308,0.9174,100.02,14,100,9.08,overcast clouds
392,Faya,SA,18.3851,42.4509,72.12,18,0,10.69,clear sky
393,Vizianagaram,IN,18.1167,83.4167,85.51,81,18,9.17,few clouds
394,Nome,US,64.5011,-165.4064,36.16,75,0,5.75,clear sky
395,Lamu,KE,-2.2717,40.902,80.82,80,99,13.22,overcast clouds
396,Port-Gentil,GA,-0.7193,8.7815,80.56,89,40,8.05,scattered clouds
397,Gizo,SB,-8.103,156.8419,81.63,77,90,6.13,overcast clouds
398,Naze,JP,28.3667,129.4833,63.52,84,100,10.8,light rain
399,Makakilo City,US,21.3469,-158.0858,79.12,61,20,14.97,few clouds
400,Koungou,YT,-12.7336,45.2042,80.31,83,100,8.05,overcast clouds
401,Demba,CD,-5.51,22.2667,76.75,56,86,1.66,overcast clouds
402,Bom Jesus,BR,-9.0744,-44.3586,93.43,33,98,9.06,overcast clouds
403,Ezhou,CN,30.4,114.8333,60.37,71,100,3.85,light rain
404,Ukiah,US,39.1502,-123.2078,81.45,51,0,3.44,clear sky
405,Rio De Jesus,PA,7.9844,-81.1631,79.61,86,100,6.64,overcast clouds
406,Pasir Gudang,MY,1.4584,103.8805,84.36,85,75,5.01,broken clouds
407,Bombay,IN,19.0144,72.8479,85.98,74,40,5.75,haze
408,Calderitas,MX,18.55,-88.25,87.91,58,40,13.8,scattered clouds
409,Vysokogornyy,RU,50.1167,139.15,36.95,97,100,12.35,overcast clouds
410,Davidson,US,36.1501,-86.7833,86.29,43,40,10.36,scattered clouds
411,Kavaratti,IN,10.5669,72.642,81.81,77,100,20.31,overcast clouds
412,Kandrian,PG,-6.2167,149.55,77.09,89,100,5.79,overcast clouds
413,Sur,OM,22.5667,59.5289,83.95,70,0,1.57,clear sky
414,Amapa,BR,1.0,-52.0,79.09,96,100,3.71,overcast clouds
415,Telimele,GN,10.9167,-13.3333,85.23,54,94,9.33,overcast clouds
416,Prince Rupert,CA,54.3161,-130.3201,51.49,67,75,8.05,broken clouds
417,Namibe,AO,-15.1961,12.1522,71.78,69,0,5.75,clear sky
418,Mwinilunga,ZM,-11.7358,24.4293,60.58,58,0,4.59,clear sky
419,Dakar,SN,14.6937,-17.4441,74.73,80,12,11.07,few clouds
420,Ketchikan,US,55.3422,-131.6461,48.18,87,100,5.75,overcast clouds
421,Severo-Kurilsk,RU,50.6789,156.125,38.12,94,100,29.01,overcast clouds
422,Hambantota,LK,6.1241,81.1185,78.21,88,100,22.66,overcast clouds
423,Kamenka,RU,51.3223,42.7678,50.07,86,70,7.11,broken clouds
424,Hami,CN,42.8,93.45,65.68,8,3,10.67,clear sky
425,Maceio,BR,-9.6658,-35.7353,80.04,78,75,10.36,broken clouds
426,Alekseyevsk,RU,57.8406,108.3492,46.89,70,14,1.83,few clouds
427,Nouadhibou,MR,20.931,-17.0347,80.58,47,99,18.41,overcast clouds
428,Portland,US,45.5234,-122.6762,64.38,74,75,13.8,broken clouds
429,Mut,TR,36.6439,33.4389,69.31,46,4,3.24,clear sky
430,Moshi,TZ,-3.35,37.3333,69.24,80,49,5.5,scattered clouds
431,Araouane,ML,18.9048,-3.5265,89.47,7,100,11.41,overcast clouds
432,Moindou,NC,-21.6924,165.677,71.82,80,96,5.06,overcast clouds
433,Camacupa,AO,-12.0167,17.4833,64.92,51,0,2.59,clear sky
434,Lubao,PH,14.9167,120.55,85.71,81,78,2.55,broken clouds
435,Seoul,KR,37.5683,126.9778,51.24,74,0,3.44,clear sky
436,Kilindoni,TZ,-7.9139,39.6668,80.22,71,6,11.68,clear sky
437,Srandakan,ID,-7.9386,110.2506,78.64,88,100,2.93,overcast clouds
438,Chalus,IR,36.655,51.4204,62.06,88,20,2.3,few clouds
439,Ust-Tsilma,RU,65.441,52.1498,49.41,88,26,5.28,scattered clouds
440,Upata,VE,8.0086,-62.3989,89.19,59,100,6.62,overcast clouds
441,Sherlovaya Gora,RU,50.5667,116.25,43.29,47,51,6.26,broken clouds
442,Muravlenko,RU,63.7898,74.523,53.02,80,100,12.44,overcast clouds
443,Kedrovyy,RU,56.1667,91.8167,48.61,42,99,4.45,overcast clouds
444,Ruwi,OM,23.5996,58.5507,89.29,36,0,5.14,clear sky
445,Kahului,US,20.8947,-156.47,80.62,50,20,19.57,few clouds
446,Farsala,GR,39.2947,22.3847,70.84,66,99,3.27,overcast clouds
447,Vila Nova De Milfontes,PT,37.7238,-8.7828,64.26,90,1,12.53,clear sky
448,Gboko,NG,7.3179,8.9951,82.67,67,59,6.35,broken clouds
449,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,81.75,75,17,10.31,few clouds
450,Raudeberg,NO,61.9875,5.1352,47.07,81,100,12.97,overcast clouds
451,Mandalgovi,MN,45.7625,106.2708,44.71,28,14,4.85,few clouds
452,Aneho,TG,6.2333,1.6,83.59,76,11,11.01,few clouds
453,Saint George,US,37.1041,-113.5841,92.62,7,0,1.99,clear sky
454,Linxia,CN,35.6003,103.2064,41.36,86,100,2.3,overcast clouds
455,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,0,6.91,clear sky
456,Quatre Cocos,MU,-20.2078,57.7625,75.31,74,79,13.6,broken clouds
457,Kloulklubed,PW,7.0419,134.2556,82.89,73,81,7.87,broken clouds
458,Chiredzi,ZW,-21.05,31.6667,67.05,52,0,6.13,clear sky
459,Te Anau,NZ,-45.4167,167.7167,46.9,94,100,2.48,overcast clouds
460,Gat,IL,31.61,34.7642,83.39,53,63,1.77,broken clouds
461,Ola,RU,59.5833,151.2833,37.15,96,100,14.47,light rain
462,Oyama,JP,36.3,139.8,58.93,82,100,4.32,overcast clouds
463,Itacoatiara,BR,-3.1431,-58.4442,84.04,80,100,4.14,overcast clouds
464,Pangai,TO,-19.8,-174.35,76.39,62,11,16.69,few clouds
465,Luanda,AO,-8.8368,13.2343,76.05,86,18,7.92,few clouds
466,Juneau,US,58.3019,-134.4197,48.85,74,75,6.91,broken clouds
467,Keti Bandar,PK,24.1447,67.4497,82.8,87,0,17.52,clear sky
468,At-Bashi,KG,41.1702,75.8106,51.57,80,100,2.57,overcast clouds
469,Fallon,US,39.4735,-118.7774,75.45,18,40,0.0,scattered clouds
470,Goderich,CA,43.7501,-81.7165,75.52,60,2,9.22,clear sky
471,Salisbury,GB,51.0693,-1.7957,61.57,59,40,6.91,light rain
472,Pecos,US,31.4229,-103.4932,95.83,8,0,4.61,clear sky
473,Effingham,US,32.3669,-81.3332,84.85,40,37,4.83,scattered clouds
474,Wajima,JP,37.4,136.9,56.32,76,100,6.38,overcast clouds
475,Westport,US,41.1415,-73.3579,81.45,86,75,4.61,broken clouds
476,Correntina,BR,-13.3433,-44.6367,89.98,29,100,7.09,overcast clouds
477,Port Hardy,CA,50.6996,-127.4199,50.18,76,75,14.97,broken clouds
478,Taree,AU,-31.9,152.4667,63.1,100,75,0.0,broken clouds
479,Peniche,PT,39.3558,-9.3811,69.08,79,1,18.57,clear sky
480,Batagay-Alyta,RU,67.8006,130.4114,1.62,93,22,6.71,few clouds
481,Traverse City,US,44.7631,-85.6206,74.84,72,100,3.44,overcast clouds
482,Ambon,ID,-3.6954,128.1814,77.14,94,20,3.44,few clouds
483,Korla,CN,41.7597,86.1469,67.05,36,37,1.14,scattered clouds
484,Lucapa,AO,-8.4192,20.7447,72.05,48,6,3.58,clear sky
485,Svetlogorsk,BY,52.6333,29.7333,47.01,93,38,7.56,scattered clouds
486,Ypsonas,CY,34.6884,32.9574,70.29,64,0,14.97,clear sky
487,Norman Wells,CA,65.282,-126.8329,39.24,70,75,24.16,broken clouds
488,Barras,BR,-4.2444,-42.2944,85.51,77,100,3.2,overcast clouds
489,Payakumbuh,ID,-0.2202,100.6308,73.58,96,60,1.39,broken clouds
490,Guerrero Negro,MX,27.9769,-114.0611,77.49,39,100,11.79,overcast clouds
491,Pocone,BR,-16.2567,-56.6228,96.39,26,18,6.4,few clouds
492,Yining,CN,29.0361,114.5636,55.98,97,100,3.8,overcast clouds
493,Broken Hill,AU,-31.95,141.4333,60.98,65,100,8.1,overcast clouds
494,Formia,IT,41.2563,13.6058,65.41,87,0,0.65,clear sky
495,Izhevskoye,RU,54.5567,40.8703,45.88,92,75,7.07,broken clouds
496,Sann,PK,26.0418,68.1378,89.51,16,0,15.26,clear sky
497,Tilichiki,RU,60.4667,166.1,33.13,99,100,2.89,overcast clouds
498,Atambua,ID,-9.1061,124.8925,73.89,89,30,2.39,scattered clouds
499,Nicoya,CR,10.1483,-85.452,91.62,50,88,3.87,overcast clouds
500,Carnot,CF,4.9409,15.8665,75.09,74,79,0.31,broken clouds
501,Yacuiba,BO,-22.038,-63.6797,64.87,73,94,6.4,overcast clouds
502,Nhamunda,BR,-2.1861,-56.7131,85.35,77,100,3.15,overcast clouds
503,Olinda,BR,-8.0089,-34.8553,83.93,70,20,11.5,few clouds
504,Tolbazy,RU,54.0241,55.8825,47.77,84,64,6.82,broken clouds
505,Rio Gallegos,AR,-51.6226,-69.2181,53.65,50,20,12.66,few clouds
506,Wewak,PG,-3.5534,143.6268,79.0,80,54,1.14,broken clouds
507,Dubai,AE,25.2582,55.3047,80.53,57,0,8.05,clear sky
508,Kigoma,TZ,-4.8769,29.6267,75.33,73,32,2.68,scattered clouds
509,Thap Than,TH,15.4606,99.8917,82.71,78,80,3.98,light rain
510,Kungurtug,RU,50.5994,97.5228,41.76,44,13,1.43,few clouds
511,Milkovo,RU,54.7167,158.6167,40.44,94,98,1.97,overcast clouds
512,Russell,US,32.3502,-85.1999,82.9,57,40,3.44,scattered clouds
513,La Ronge,CA,55.1001,-105.2842,37.65,87,40,12.66,mist
514,The Pas,CA,53.8251,-101.2541,37.42,87,100,13.8,overcast clouds
515,Vaitape,PF,-16.5167,-151.75,81.27,64,0,15.77,clear sky
516,Bam,IR,29.106,58.357,73.81,25,0,18.7,clear sky
517,Kavieng,PG,-2.5744,150.7967,81.37,73,23,8.55,few clouds
518,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,68,93,12.1,overcast clouds
519,Shelburne,CA,44.0787,-80.2041,81.05,53,53,8.39,broken clouds
520,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,86.94,32,100,1.41,overcast clouds
521,Iskateley,RU,67.6803,53.1512,44.94,82,2,8.77,clear sky
522,Santa Ines,BR,-3.6667,-45.38,82.24,88,87,4.76,overcast clouds
523,Zeya,RU,53.75,127.2667,37.87,57,94,13.02,overcast clouds
524,Mehamn,NO,71.0357,27.8492,40.91,82,48,7.27,scattered clouds
525,Alibag,IN,18.6411,72.8792,86.07,75,77,7.54,broken clouds
526,Daru,PG,-9.0763,143.2092,77.95,79,95,6.35,overcast clouds
527,Turukhansk,RU,65.8167,87.9833,47.52,72,84,6.2,broken clouds
528,Aswan,EG,24.0934,32.907,99.7,9,0,4.61,clear sky
529,Ajdabiya,LY,30.7554,20.2263,66.94,64,0,11.59,clear sky
530,Ilhabela,BR,-23.7781,-45.3581,72.5,78,77,9.44,broken clouds
531,Darnah,LY,32.767,22.6367,67.03,64,0,17.9,clear sky
532,Antonina,BR,-25.4286,-48.7119,80.73,1,99,4.32,overcast clouds
533,Burns Lake,CA,54.2331,-125.7533,47.62,35,16,6.17,few clouds
534,Dunedin,NZ,-45.8742,170.5036,46.8,87,100,1.01,overcast clouds
535,Mayya,RU,61.7333,130.2811,27.72,86,15,4.68,few clouds
536,Cap Malheureux,MU,-19.9842,57.6142,72.46,74,3,3.0,clear sky
537,Bonavista,CA,48.6499,-53.1147,34.84,76,100,9.31,overcast clouds
538,Tazovskiy,RU,67.4667,78.7,36.63,99,100,11.63,overcast clouds
539,Emba,KZ,48.8264,58.1442,59.16,59,68,8.72,broken clouds
540,Salalah,OM,17.0151,54.0924,86.09,58,0,4.61,clear sky
541,Kudahuvadhoo,MV,2.6708,72.8944,83.26,76,100,18.9,overcast clouds
542,Kidal,ML,18.4411,1.4078,95.68,7,0,8.63,clear sky
543,Tabas,IR,33.5959,56.9244,70.68,31,0,9.69,clear sky
544,Metro,ID,-5.1131,105.3067,75.6,85,62,4.18,broken clouds
545,Malindi,KE,-3.2175,40.1191,79.11,81,23,14.14,light rain
546,Acapulco,MX,16.8634,-99.8901,89.42,70,100,11.5,overcast clouds
547,Kamloops,CA,50.6665,-120.3192,55.74,57,75,12.66,broken clouds
548,Abbeville,FR,50.1,1.8333,64.49,79,45,4.83,scattered clouds
549,Marsa Matruh,EG,31.3525,27.2453,66.4,72,0,6.91,clear sky
550,Koupela,BF,12.1794,-0.3517,94.24,30,99,14.29,overcast clouds
551,Sembabule,UG,-0.0772,31.4567,64.49,92,27,3.83,scattered clouds
552,Adrar,MR,20.5022,-10.0711,95.65,9,97,11.43,overcast clouds
553,Wenling,CN,28.3669,121.36,55.42,80,100,17.43,moderate rain
554,Nyurba,RU,63.2842,118.3319,29.34,85,77,1.25,broken clouds
555,Sambava,MG,-14.2667,50.1667,74.5,75,0,15.03,clear sky
556,Pipar,IN,26.3856,73.5378,96.22,22,0,16.31,clear sky
557,Paamiut,GL,61.994,-49.6678,31.51,64,92,16.98,overcast clouds
558,Mogok,MM,22.9167,96.5,66.85,93,66,3.27,broken clouds
559,Jawar,IN,23.0,76.5,93.92,23,100,12.48,overcast clouds
560,Umtata,ZA,-31.5889,28.7844,54.05,92,94,2.91,overcast clouds
561,Kharp,RU,66.8014,65.8081,41.99,97,100,10.94,overcast clouds
562,Qui Nhon,VN,13.7667,109.2333,80.87,85,100,5.84,overcast clouds
563,Odesskoye,RU,54.2111,72.9651,59.09,63,100,8.46,overcast clouds
564,Chihuahua,MX,28.5,-106.0,88.63,9,5,8.14,clear sky
565,Manokwari,ID,-0.8667,134.0833,78.66,73,100,4.27,light rain
566,Gamboma,CG,-1.8764,15.8644,78.22,76,83,4.27,light rain
567,Kabirwala,PK,30.4068,71.8667,98.46,7,17,8.68,few clouds
568,Petropavlovka,RU,50.6114,105.3196,49.59,34,23,4.05,few clouds
569,Lerik,AZ,38.7726,48.4128,54.32,49,4,6.98,clear sky
570,Maitum,PH,6.0392,124.4986,78.85,85,97,3.87,moderate rain
571,Launceston,AU,-41.45,147.1667,57.15,94,75,11.5,broken clouds
572,Tottori,JP,35.5,134.2333,54.19,58,100,4.94,overcast clouds
573,Cap-Haitien,HT,19.7578,-72.2042,80.46,75,100,9.8,overcast clouds
574,Ca Mau,VN,9.1769,105.15,80.8,85,97,2.91,overcast clouds
575,Seymchan,RU,62.8833,152.4333,32.74,83,100,1.86,overcast clouds
576,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,19,0,10.36,clear sky
577,Valparaiso,CL,-33.0393,-71.6273,64.63,77,100,10.36,overcast clouds
578,Abha,SA,18.2164,42.5053,71.85,11,0,11.5,clear sky
579,Buena Vista,US,43.4203,-83.8986,87.75,38,0,11.5,clear sky
580,Caohe,CN,30.2297,115.4335,59.04,92,100,3.38,overcast clouds
581,Port Hawkesbury,CA,45.6169,-61.3485,60.44,74,40,14.97,scattered clouds
582,Medea,DZ,36.2642,2.7539,66.79,62,5,4.18,clear sky
583,Sedona,US,34.8697,-111.761,91.17,5,0,6.91,clear sky
584,Aras,ES,42.5617,-2.356,63.03,82,0,5.75,clear sky
585,Polunochnoye,RU,60.8697,60.4153,45.81,89,100,10.04,moderate rain
586,Karratha,AU,-20.7377,116.8463,73.9,57,0,10.22,clear sky
587,Iquitos,PE,-3.7481,-73.2472,77.04,100,75,5.75,broken clouds
588,Carndonagh,IE,55.25,-7.2667,53.82,82,100,4.23,overcast clouds
589,Tonj,SS,7.2737,28.6822,85.46,42,93,4.23,overcast clouds
590,Aquiraz,BR,-3.9014,-38.3911,84.29,82,31,10.11,scattered clouds
591,Shaowu,CN,27.3409,117.4831,60.69,99,100,2.46,overcast clouds
592,Sioux Lookout,CA,50.1001,-91.917,55.47,76,75,14.97,light rain
593,Kununurra,AU,-15.7667,128.7333,69.78,94,0,3.44,clear sky
594,Imbituba,BR,-28.24,-48.6703,71.85,87,100,21.0,overcast clouds
595,Abu Samrah,SY,35.3029,37.1841,74.37,42,100,6.38,overcast clouds
596,Kpandu,GH,6.9954,0.2931,80.67,79,54,10.18,broken clouds
597,Konitsa,GR,40.0486,20.7567,59.85,89,100,4.18,overcast clouds
598,Hope Mills,US,34.9704,-78.9453,80.38,74,20,3.44,few clouds
599,Tezu,IN,27.9167,96.1667,71.76,99,100,3.44,overcast clouds
600,Ocampo,MX,21.65,-101.5,83.16,13,34,7.63,scattered clouds
601,Coihaique,CL,-45.5752,-72.0662,51.75,54,0,0.0,clear sky
602,Sayyan,YE,15.1718,44.3244,62.56,19,0,5.35,clear sky
603,Khash,IR,28.2211,61.2158,62.58,42,0,9.24,clear sky
604,Maniitsoq,GL,65.4167,-52.9,28.0,60,48,14.52,scattered clouds
605,Tromso,NO,69.6496,18.957,42.82,81,75,5.75,light intensity shower rain
606,Ust-Nera,RU,64.5667,143.2,27.93,93,91,3.06,overcast clouds
607,Kathmandu,NP,27.7167,85.3167,71.82,88,75,0.0,broken clouds
608,Mirabad,AF,30.4362,61.8383,67.77,41,0,24.94,clear sky
609,Chapleau,CA,47.8405,-83.4034,84.29,34,75,12.66,broken clouds
610,Rodbyhavn,DK,54.6544,11.352,55.11,74,55,14.81,broken clouds
611,Palmares Do Sul,BR,-30.2578,-50.5097,63.66,92,100,5.93,overcast clouds
612,Margate,GB,51.3813,1.3862,59.88,80,90,1.99,overcast clouds
613,Hirara,JP,24.8,125.2833,78.67,86,100,17.34,moderate rain
614,Constantine,DZ,36.365,6.6147,72.81,53,0,2.3,clear sky
615,Evensk,RU,61.95,159.2333,34.0,98,100,3.33,overcast clouds
616,Freeport,US,40.6576,-73.5832,76.5,80,100,16.11,moderate rain
617,Tautira,PF,-17.7333,-149.15,80.17,66,6,16.11,clear sky
618,Baculin,PH,7.4525,126.5842,78.22,85,100,3.09,overcast clouds
619,Desert Hot Springs,US,33.9611,-116.5017,98.31,8,0,0.0,clear sky
620,Fidenza,IT,44.864,10.0667,76.64,53,0,2.3,clear sky
621,Dahuk,IQ,36.8695,42.994,69.04,35,16,3.74,few clouds
622,Ballina,AU,-28.8667,153.5667,68.77,97,98,4.99,overcast clouds
623,Kapit,MY,2.0167,112.9333,73.72,90,100,0.96,overcast clouds
624,Xinzhou,CN,38.4092,112.7333,50.38,33,0,1.21,clear sky
625,Udachnyy,RU,66.4167,112.4,32.95,96,100,4.21,overcast clouds
626,Verkhnevilyuysk,RU,63.4453,120.3167,26.51,86,30,3.09,scattered clouds
627,Guangyuan,CN,32.442,105.823,53.15,82,100,5.53,overcast clouds
628,Koindu,GN,8.4386,-10.3253,70.95,95,100,4.29,light rain
629,Birao,CF,10.2849,22.7882,77.59,67,100,4.21,moderate rain
630,Sinjai,ID,-5.1241,120.253,74.82,92,100,3.76,overcast clouds
631,Qiongshan,CN,20.0058,110.3542,76.98,94,0,2.24,clear sky
632,Novyy Urengoy,RU,66.0833,76.6333,40.82,86,37,9.35,scattered clouds
633,Moissala,TD,8.3404,17.7663,84.04,48,39,4.65,scattered clouds
634,Manaure,CO,11.7751,-72.4445,89.15,57,63,12.5,broken clouds
635,Okha,RU,53.5739,142.9478,33.57,99,100,15.01,snow
636,Kalengwa,ZM,-13.4659,25.0027,59.27,63,0,4.88,clear sky
637,Denpasar,ID,-8.65,115.2167,78.46,94,20,5.75,few clouds
638,Vestmanna,FO,62.1564,-7.1664,45.52,100,100,2.3,overcast clouds
639,Narasannapeta,IN,18.4167,84.05,83.43,86,63,10.02,broken clouds
640,Tingi,TZ,-11.3,35.0333,58.69,85,0,2.42,clear sky
641,Putina,PE,-15.4667,-69.4333,49.35,48,8,6.76,clear sky
642,Vestmannaeyjar,IS,63.4427,-20.2734,44.49,85,100,27.4,overcast clouds
643,Luba,GQ,3.4568,8.5547,81.84,83,100,7.05,overcast clouds
644,Yumen,CN,40.2833,97.2,48.67,27,1,7.94,clear sky
645,Lodja,CD,-3.4833,23.4333,75.15,67,25,1.77,scattered clouds
646,Jiexiu,CN,37.0244,111.9125,51.69,56,0,7.49,clear sky
647,North Bay,CA,46.3168,-79.4663,84.22,42,75,10.36,broken clouds
648,Verkhoyansk,RU,67.5447,133.385,20.19,80,99,4.54,overcast clouds
649,Pasni,PK,25.2631,63.471,82.13,85,0,3.74,clear sky
650,Cockburn Town,TC,21.4612,-71.1419,79.25,84,100,19.71,overcast clouds
651,Verkhnyaya Inta,RU,65.9811,60.3094,46.71,83,97,9.73,overcast clouds
652,Frankfort,ZA,-27.2667,28.4833,55.89,46,40,3.31,scattered clouds
653,Avera,US,33.194,-82.5271,82.45,41,28,0.87,scattered clouds
654,Port Keats,AU,-14.25,129.55,77.14,81,44,1.77,scattered clouds
655,Madona,LV,56.8533,26.217,44.17,96,100,6.26,overcast clouds
656,Gravdal,NO,68.1214,13.5031,42.06,89,20,17.34,few clouds
657,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,82.38,80,98,2.95,overcast clouds
658,Trinidad,BO,-14.8333,-64.9,91.38,52,20,6.91,few clouds
659,Eirunepe,BR,-6.6603,-69.8736,82.65,84,96,2.68,overcast clouds
660,Lianzhou,CN,24.7811,112.3825,63.82,96,100,5.03,overcast clouds
661,Roebourne,AU,-20.7833,117.1333,72.95,58,0,11.97,clear sky
662,Beisfjord,NO,68.3751,17.5988,42.85,93,81,6.91,broken clouds
663,Naantali,FI,60.4674,22.0243,47.43,66,0,5.75,clear sky
664,Catamarca,AR,-28.4696,-65.7852,70.77,59,90,1.99,overcast clouds
665,Bacolod,PH,10.6667,122.95,78.39,82,99,5.23,overcast clouds
666,Codrington,AU,-38.2667,141.9667,55.96,86,79,13.71,broken clouds
667,Fairbanks,US,64.8378,-147.7164,45.01,75,75,0.0,broken clouds
668,Camocim,BR,-2.9022,-40.8411,81.93,83,100,10.76,overcast clouds
669,Baoying,CN,33.2292,119.3092,57.92,49,100,4.03,light rain
670,Alice Springs,AU,-23.7,133.8833,56.75,67,48,5.75,scattered clouds
